user_id,item_id,rating,review_text,date
user_0001,item_0473,4,"Đáng tiền, mua lại",2023-08-28
user_0001,item_0223,4,Chất lượng vượt mong đợi,2023-03-13
user_0001,item_0038,5,"Đáng tiền, mua lại",2023-11-18
user_0001,item_0298,3,"Bình thường, ổn",2024-03-20
user_0001,item_0168,5,Chất lượng vượt mong đợi,2024-01-26
user_0001,item_0266,2,"Không như mô tả, thất vọng",2023-09-27
user_0001,item_0253,3,"Bình thường, ổn",2023-08-26
user_0001,item_0443,4,Chất lượng vượt mong đợi,2025-05-26
user_0001,item_0272,1,Giao hàng hỏng,2023-12-12
user_0001,item_0385,5,Chất lượng vượt mong đợi,2025-05-30
user_0001,item_0382,4,"Đáng tiền, mua lại",2024-03-26
user_0001,item_0357,1,"Không như mô tả, thất vọng",2023-09-10
user_0001,item_0279,3,"Bình thường, ổn",2023-06-04
user_0001,item_0420,4,"Sản phẩm tốt, rất hài lòng",2023-05-15
user_0001,item_0208,4,"Sản phẩm tốt, rất hài lòng",2023-02-17
user_0002,item_0193,5,Chất lượng vượt mong đợi,2023-01-21
user_0002,item_0358,4,"Đáng tiền, mua lại",2023-12-13
user_0002,item_0308,5,"Sản phẩm tốt, rất hài lòng",2023-07-01
user_0002,item_0202,4,Chất lượng vượt mong đợi,2024-03-12
user_0002,item_0193,4,"Đáng tiền, mua lại",2024-04-27
user_0002,item_0402,4,Chất lượng vượt mong đợi,2024-05-29
user_0002,item_0456,3,"Bình thường, ổn",2025-07-29
user_0002,item_0167,5,"Đáng tiền, mua lại",2025-01-17
user_0002,item_0040,5,"Đáng tiền, mua lại",2023-03-19
user_0002,item_0461,3,"Bình thường, ổn",2024-01-22
user_0002,item_0019,4,"Đáng tiền, mua lại",2023-08-07
user_0002,item_0047,5,"Sản phẩm tốt, rất hài lòng",2023-07-10
user_0002,item_0474,4,"Sản phẩm tốt, rất hài lòng",2025-09-23
user_0002,item_0325,5,"Đáng tiền, mua lại",2025-03-04
user_0002,item_0347,5,"Đáng tiền, mua lại",2023-07-06
user_0002,item_0203,5,"Đáng tiền, mua lại",2023-02-17
user_0002,item_0325,2,"Không như mô tả, thất vọng",2024-03-17
user_0002,item_0116,4,"Đáng tiền, mua lại",2024-06-20
user_0002,item_0166,5,"Đáng tiền, mua lại",2025-07-11
user_0002,item_0354,5,"Đáng tiền, mua lại",2023-04-27
user_0002,item_0125,3,"Bình thường, ổn",2023-06-03
user_0002,item_0035,5,Chất lượng vượt mong đợi,2024-01-26
user_0002,item_0249,4,"Sản phẩm tốt, rất hài lòng",2023-12-23
user_0002,item_0182,5,"Đáng tiền, mua lại",2023-04-30
user_0002,item_0048,4,"Sản phẩm tốt, rất hài lòng",2023-12-09
user_0002,item_0211,4,Chất lượng vượt mong đợi,2025-02-23
user_0002,item_0335,2,Giao hàng hỏng,2024-06-28
user_0002,item_0482,4,"Sản phẩm tốt, rất hài lòng",2025-09-08
user_0002,item_0054,3,"Bình thường, ổn",2023-08-25
user_0002,item_0167,4,"Đáng tiền, mua lại",2023-08-03
user_0002,item_0182,3,"Bình thường, ổn",2023-11-09
user_0002,item_0418,3,"Bình thường, ổn",2024-06-14
user_0002,item_0088,5,"Đáng tiền, mua lại",2025-06-06
user_0002,item_0481,1,Giao hàng hỏng,2024-10-18
user_0002,item_0127,5,Chất lượng vượt mong đợi,2025-05-25
user_0002,item_0163,5,"Sản phẩm tốt, rất hài lòng",2024-11-15
user_0002,item_0316,3,"Bình thường, ổn",2024-05-22
user_0002,item_0037,4,Chất lượng vượt mong đợi,2024-10-20
user_0002,item_0243,4,Chất lượng vượt mong đợi,2024-09-29
user_0002,item_0070,4,"Sản phẩm tốt, rất hài lòng",2025-03-05
user_0002,item_0073,4,"Sản phẩm tốt, rất hài lòng",2025-05-10
user_0002,item_0055,5,"Sản phẩm tốt, rất hài lòng",2025-04-17
user_0002,item_0231,4,"Sản phẩm tốt, rất hài lòng",2023-02-26
user_0002,item_0073,1,Chất lượng kém,2025-06-10
user_0002,item_0045,3,"Bình thường, ổn",2025-01-06
user_0002,item_0039,3,"Bình thường, ổn",2023-05-31
user_0002,item_0202,4,"Đáng tiền, mua lại",2025-07-23
user_0002,item_0489,3,"Bình thường, ổn",2025-05-02
user_0002,item_0193,4,"Sản phẩm tốt, rất hài lòng",2023-06-04
user_0002,item_0088,5,Chất lượng vượt mong đợi,2025-01-09
user_0003,item_0081,4,"Sản phẩm tốt, rất hài lòng",2025-04-14
user_0003,item_0171,4,Chất lượng vượt mong đợi,2024-05-15
user_0003,item_0231,4,Chất lượng vượt mong đợi,2023-07-13
user_0003,item_0162,3,"Bình thường, ổn",2023-07-11
user_0003,item_0225,4,Chất lượng vượt mong đợi,2024-10-13
user_0003,item_0144,4,"Đáng tiền, mua lại",2023-11-12
user_0003,item_0245,4,Chất lượng vượt mong đợi,2023-06-15
user_0003,item_0284,3,"Bình thường, ổn",2025-02-26
user_0003,item_0385,5,"Sản phẩm tốt, rất hài lòng",2025-08-04
user_0003,item_0104,5,"Sản phẩm tốt, rất hài lòng",2024-06-12
user_0003,item_0286,4,"Sản phẩm tốt, rất hài lòng",2024-06-19
user_0003,item_0085,4,Chất lượng vượt mong đợi,2023-07-20
user_0003,item_0017,5,Chất lượng vượt mong đợi,2025-08-20
user_0003,item_0407,4,"Đáng tiền, mua lại",2023-01-18
user_0003,item_0039,4,"Sản phẩm tốt, rất hài lòng",2024-01-29
user_0003,item_0260,5,Chất lượng vượt mong đợi,2023-09-13
user_0003,item_0383,2,Giao hàng hỏng,2024-03-28
user_0003,item_0111,4,"Sản phẩm tốt, rất hài lòng",2023-06-08
user_0003,item_0484,3,"Bình thường, ổn",2023-01-19
user_0003,item_0062,5,"Đáng tiền, mua lại",2023-11-04
user_0003,item_0064,4,"Sản phẩm tốt, rất hài lòng",2024-09-16
user_0003,item_0446,4,Chất lượng vượt mong đợi,2025-04-05
user_0003,item_0385,3,"Bình thường, ổn",2025-04-08
user_0003,item_0440,4,"Sản phẩm tốt, rất hài lòng",2025-03-28
user_0003,item_0468,1,"Không như mô tả, thất vọng",2023-02-17
user_0003,item_0447,5,Chất lượng vượt mong đợi,2023-06-19
user_0003,item_0306,5,"Sản phẩm tốt, rất hài lòng",2025-07-06
user_0003,item_0382,5,"Sản phẩm tốt, rất hài lòng",2025-02-06
user_0003,item_0444,1,"Không như mô tả, thất vọng",2023-04-20
user_0003,item_0355,3,"Bình thường, ổn",2024-06-20
user_0003,item_0107,4,"Sản phẩm tốt, rất hài lòng",2024-07-22
user_0003,item_0172,5,Chất lượng vượt mong đợi,2023-02-22
user_0003,item_0472,4,"Sản phẩm tốt, rất hài lòng",2024-06-01
user_0003,item_0111,4,Chất lượng vượt mong đợi,2023-06-09
user_0003,item_0336,4,"Đáng tiền, mua lại",2024-10-20
user_0003,item_0485,3,"Bình thường, ổn",2023-02-08
user_0003,item_0472,3,"Bình thường, ổn",2025-02-18
user_0003,item_0454,4,"Sản phẩm tốt, rất hài lòng",2024-08-20
user_0003,item_0355,5,"Đáng tiền, mua lại",2025-03-26
user_0003,item_0012,5,Chất lượng vượt mong đợi,2023-05-27
user_0003,item_0405,4,Chất lượng vượt mong đợi,2023-08-27
user_0003,item_0351,4,"Đáng tiền, mua lại",2025-05-02
user_0003,item_0106,4,"Sản phẩm tốt, rất hài lòng",2024-04-23
user_0003,item_0141,4,"Sản phẩm tốt, rất hài lòng",2023-04-26
user_0003,item_0245,3,"Bình thường, ổn",2025-06-25
user_0003,item_0356,1,Chất lượng kém,2025-01-26
user_0003,item_0300,4,"Đáng tiền, mua lại",2024-04-23
user_0003,item_0483,3,"Bình thường, ổn",2023-11-03
user_0003,item_0095,4,"Đáng tiền, mua lại",2024-12-04
user_0003,item_0450,4,Chất lượng vượt mong đợi,2024-07-11
user_0004,item_0267,4,"Sản phẩm tốt, rất hài lòng",2025-08-17
user_0004,item_0107,4,Chất lượng vượt mong đợi,2023-08-17
user_0004,item_0004,3,"Bình thường, ổn",2023-01-07
user_0004,item_0011,2,Giao hàng hỏng,2025-02-12
user_0004,item_0127,1,"Không như mô tả, thất vọng",2024-01-27
user_0004,item_0098,3,"Bình thường, ổn",2023-09-21
user_0004,item_0302,4,Chất lượng vượt mong đợi,2025-02-17
user_0004,item_0031,4,"Đáng tiền, mua lại",2024-08-20
user_0004,item_0068,2,Chất lượng kém,2023-04-10
user_0004,item_0035,4,Chất lượng vượt mong đợi,2023-07-23
user_0004,item_0148,1,Giao hàng hỏng,2024-03-01
user_0004,item_0186,5,"Đáng tiền, mua lại",2025-09-16
user_0004,item_0128,5,Chất lượng vượt mong đợi,2024-01-06
user_0004,item_0463,3,"Bình thường, ổn",2023-02-25
user_0004,item_0318,4,"Sản phẩm tốt, rất hài lòng",2025-08-10
user_0004,item_0199,5,"Sản phẩm tốt, rất hài lòng",2024-03-03
user_0004,item_0134,5,"Sản phẩm tốt, rất hài lòng",2023-06-17
user_0004,item_0495,3,"Bình thường, ổn",2023-06-01
user_0004,item_0214,4,"Đáng tiền, mua lại",2024-02-19
user_0004,item_0430,4,"Đáng tiền, mua lại",2025-09-04
user_0004,item_0087,4,"Đáng tiền, mua lại",2023-11-08
user_0004,item_0187,4,"Sản phẩm tốt, rất hài lòng",2024-12-08
user_0004,item_0242,3,"Bình thường, ổn",2024-07-05
user_0004,item_0374,5,"Sản phẩm tốt, rất hài lòng",2024-06-29
user_0004,item_0007,5,"Sản phẩm tốt, rất hài lòng",2024-07-03
user_0004,item_0121,3,"Bình thường, ổn",2023-03-12
user_0004,item_0076,4,"Sản phẩm tốt, rất hài lòng",2024-09-08
user_0004,item_0013,4,"Sản phẩm tốt, rất hài lòng",2023-09-26
user_0004,item_0037,5,Chất lượng vượt mong đợi,2024-04-18
user_0004,item_0113,2,Giao hàng hỏng,2024-09-29
user_0004,item_0004,4,"Sản phẩm tốt, rất hài lòng",2024-06-12
user_0004,item_0420,5,"Đáng tiền, mua lại",2023-10-15
user_0004,item_0174,3,"Bình thường, ổn",2023-05-23
user_0004,item_0058,5,Chất lượng vượt mong đợi,2023-06-06
user_0004,item_0299,4,"Sản phẩm tốt, rất hài lòng",2023-01-25
user_0004,item_0158,5,Chất lượng vượt mong đợi,2024-03-03
user_0004,item_0491,5,"Đáng tiền, mua lại",2025-05-06
user_0004,item_0224,5,"Đáng tiền, mua lại",2024-07-06
user_0004,item_0166,3,"Bình thường, ổn",2025-06-10
user_0004,item_0342,4,"Đáng tiền, mua lại",2024-12-14
user_0004,item_0023,5,"Sản phẩm tốt, rất hài lòng",2023-07-03
user_0004,item_0447,4,"Sản phẩm tốt, rất hài lòng",2025-09-23
user_0004,item_0297,4,"Đáng tiền, mua lại",2024-11-21
user_0004,item_0495,3,"Bình thường, ổn",2023-08-12
user_0004,item_0165,4,Chất lượng vượt mong đợi,2023-09-13
user_0004,item_0234,5,"Đáng tiền, mua lại",2024-10-06
user_0004,item_0285,4,"Đáng tiền, mua lại",2024-10-22
user_0004,item_0126,3,"Bình thường, ổn",2023-10-06
user_0004,item_0178,4,"Sản phẩm tốt, rất hài lòng",2024-11-13
user_0004,item_0369,5,Chất lượng vượt mong đợi,2024-07-13
user_0005,item_0347,4,"Đáng tiền, mua lại",2024-10-04
user_0005,item_0198,5,"Sản phẩm tốt, rất hài lòng",2024-06-18
user_0005,item_0388,3,"Bình thường, ổn",2023-11-27
user_0005,item_0230,4,"Sản phẩm tốt, rất hài lòng",2024-03-03
user_0005,item_0275,5,Chất lượng vượt mong đợi,2025-05-31
user_0005,item_0110,3,"Bình thường, ổn",2023-08-29
user_0005,item_0404,4,"Sản phẩm tốt, rất hài lòng",2023-04-27
user_0005,item_0118,5,"Sản phẩm tốt, rất hài lòng",2023-02-18
user_0005,item_0013,4,"Đáng tiền, mua lại",2023-06-03
user_0005,item_0326,1,"Không như mô tả, thất vọng",2025-04-19
user_0005,item_0238,3,"Bình thường, ổn",2024-12-21
user_0005,item_0353,3,"Bình thường, ổn",2023-11-29
user_0005,item_0321,4,Chất lượng vượt mong đợi,2024-06-17
user_0005,item_0431,5,"Đáng tiền, mua lại",2024-11-30
user_0005,item_0025,3,"Bình thường, ổn",2025-01-25
user_0005,item_0471,4,"Đáng tiền, mua lại",2023-06-12
user_0005,item_0461,4,Chất lượng vượt mong đợi,2024-05-31
user_0005,item_0015,2,Chất lượng kém,2024-01-27
user_0005,item_0304,4,"Đáng tiền, mua lại",2024-08-06
user_0005,item_0224,4,"Đáng tiền, mua lại",2024-10-10
user_0005,item_0186,4,Chất lượng vượt mong đợi,2024-12-17
user_0005,item_0469,5,"Đáng tiền, mua lại",2025-06-12
user_0005,item_0369,4,"Đáng tiền, mua lại",2025-03-11
user_0005,item_0057,1,"Không như mô tả, thất vọng",2025-05-23
user_0005,item_0452,4,Chất lượng vượt mong đợi,2023-01-16
user_0005,item_0173,1,"Không như mô tả, thất vọng",2023-01-18
user_0005,item_0403,4,"Đáng tiền, mua lại",2023-10-26
user_0005,item_0500,3,"Bình thường, ổn",2023-11-03
user_0005,item_0189,4,"Sản phẩm tốt, rất hài lòng",2025-06-09
user_0005,item_0302,3,"Bình thường, ổn",2025-08-19
user_0005,item_0264,4,Chất lượng vượt mong đợi,2023-01-05
user_0005,item_0249,1,"Không như mô tả, thất vọng",2023-05-07
user_0005,item_0323,4,Chất lượng vượt mong đợi,2024-06-15
user_0005,item_0072,4,Chất lượng vượt mong đợi,2024-05-31
user_0005,item_0379,4,Chất lượng vượt mong đợi,2024-01-01
user_0005,item_0471,4,Chất lượng vượt mong đợi,2023-05-05
user_0005,item_0185,4,"Sản phẩm tốt, rất hài lòng",2023-03-29
user_0005,item_0302,4,"Sản phẩm tốt, rất hài lòng",2023-05-13
user_0005,item_0418,4,"Sản phẩm tốt, rất hài lòng",2023-09-29
user_0005,item_0127,3,"Bình thường, ổn",2024-12-10
user_0005,item_0411,2,Chất lượng kém,2023-09-06
user_0005,item_0127,4,"Sản phẩm tốt, rất hài lòng",2025-04-26
user_0005,item_0178,5,Chất lượng vượt mong đợi,2023-09-01
user_0005,item_0465,5,Chất lượng vượt mong đợi,2024-02-25
user_0005,item_0036,4,Chất lượng vượt mong đợi,2025-05-07
user_0005,item_0285,4,"Sản phẩm tốt, rất hài lòng",2023-10-16
user_0005,item_0177,4,"Sản phẩm tốt, rất hài lòng",2024-06-09
user_0005,item_0134,1,"Không như mô tả, thất vọng",2025-03-04
user_0005,item_0120,1,"Không như mô tả, thất vọng",2023-06-08
user_0005,item_0231,1,Giao hàng hỏng,2024-05-31
user_0006,item_0436,4,"Đáng tiền, mua lại",2024-06-22
user_0006,item_0253,4,Chất lượng vượt mong đợi,2025-06-22
user_0006,item_0160,5,"Sản phẩm tốt, rất hài lòng",2024-04-02
user_0006,item_0310,4,"Đáng tiền, mua lại",2023-12-23
user_0006,item_0184,3,"Bình thường, ổn",2023-11-04
user_0006,item_0243,4,Chất lượng vượt mong đợi,2023-02-12
user_0006,item_0453,5,Chất lượng vượt mong đợi,2023-06-26
user_0006,item_0227,2,Giao hàng hỏng,2023-07-25
user_0006,item_0200,3,"Bình thường, ổn",2025-05-28
user_0006,item_0304,4,"Sản phẩm tốt, rất hài lòng",2024-08-10
user_0006,item_0009,4,"Đáng tiền, mua lại",2023-04-13
user_0006,item_0142,3,"Bình thường, ổn",2024-02-10
user_0006,item_0495,3,"Bình thường, ổn",2024-04-30
user_0006,item_0457,3,"Bình thường, ổn",2024-02-02
user_0006,item_0065,3,"Bình thường, ổn",2023-04-24
user_0006,item_0073,4,"Đáng tiền, mua lại",2024-06-14
user_0006,item_0321,5,"Đáng tiền, mua lại",2023-09-17
user_0006,item_0001,5,"Đáng tiền, mua lại",2025-05-14
user_0006,item_0132,3,"Bình thường, ổn",2024-11-21
user_0006,item_0148,4,Chất lượng vượt mong đợi,2023-01-07
user_0006,item_0063,4,"Đáng tiền, mua lại",2024-08-17
user_0006,item_0323,4,"Sản phẩm tốt, rất hài lòng",2023-06-17
user_0006,item_0408,5,Chất lượng vượt mong đợi,2024-04-07
user_0006,item_0497,4,"Sản phẩm tốt, rất hài lòng",2023-07-06
user_0006,item_0149,5,Chất lượng vượt mong đợi,2024-10-17
user_0006,item_0296,4,"Đáng tiền, mua lại",2025-05-15
user_0006,item_0310,4,"Đáng tiền, mua lại",2024-01-27
user_0006,item_0469,3,"Bình thường, ổn",2024-04-27
user_0006,item_0436,4,"Đáng tiền, mua lại",2025-09-13
user_0006,item_0209,2,Giao hàng hỏng,2023-03-07
user_0006,item_0315,2,Chất lượng kém,2023-03-08
user_0006,item_0308,3,"Bình thường, ổn",2023-02-08
user_0006,item_0447,5,"Đáng tiền, mua lại",2023-01-11
user_0006,item_0441,2,Chất lượng kém,2024-02-21
user_0006,item_0184,3,"Bình thường, ổn",2023-05-02
user_0006,item_0389,1,Chất lượng kém,2023-01-02
user_0006,item_0310,4,Chất lượng vượt mong đợi,2023-08-11
user_0006,item_0094,5,"Đáng tiền, mua lại",2025-07-07
user_0006,item_0473,2,Chất lượng kém,2023-09-07
user_0006,item_0280,4,"Đáng tiền, mua lại",2024-08-07
user_0006,item_0351,2,"Không như mô tả, thất vọng",2025-08-26
user_0006,item_0423,5,Chất lượng vượt mong đợi,2023-07-31
user_0006,item_0368,1,"Không như mô tả, thất vọng",2023-12-09
user_0006,item_0397,5,Chất lượng vượt mong đợi,2023-05-24
user_0006,item_0311,2,Chất lượng kém,2023-01-16
user_0006,item_0273,3,"Bình thường, ổn",2024-04-04
user_0006,item_0064,4,"Đáng tiền, mua lại",2023-12-01
user_0006,item_0380,4,Chất lượng vượt mong đợi,2023-02-24
user_0006,item_0110,3,"Bình thường, ổn",2023-01-29
user_0006,item_0360,3,"Bình thường, ổn",2024-04-25
user_0007,item_0284,4,"Sản phẩm tốt, rất hài lòng",2023-06-29
user_0007,item_0021,4,"Sản phẩm tốt, rất hài lòng",2025-08-14
user_0007,item_0088,4,"Đáng tiền, mua lại",2025-05-03
user_0007,item_0343,2,Giao hàng hỏng,2024-10-16
user_0007,item_0367,5,"Sản phẩm tốt, rất hài lòng",2023-02-26
user_0007,item_0345,4,"Sản phẩm tốt, rất hài lòng",2025-07-04
user_0007,item_0028,3,"Bình thường, ổn",2024-03-09
user_0007,item_0015,5,"Sản phẩm tốt, rất hài lòng",2023-12-22
user_0007,item_0448,5,"Sản phẩm tốt, rất hài lòng",2024-10-27
user_0007,item_0125,5,Chất lượng vượt mong đợi,2025-09-04
user_0007,item_0052,2,"Không như mô tả, thất vọng",2024-01-07
user_0007,item_0489,3,"Bình thường, ổn",2023-05-18
user_0007,item_0353,5,Chất lượng vượt mong đợi,2023-04-24
user_0007,item_0412,5,"Đáng tiền, mua lại",2024-10-31
user_0007,item_0096,5,"Sản phẩm tốt, rất hài lòng",2023-07-03
user_0007,item_0479,3,"Bình thường, ổn",2023-01-24
user_0007,item_0154,3,"Bình thường, ổn",2024-02-19
user_0007,item_0295,2,"Không như mô tả, thất vọng",2023-01-19
user_0007,item_0404,5,"Sản phẩm tốt, rất hài lòng",2024-12-07
user_0007,item_0036,3,"Bình thường, ổn",2023-09-01
user_0007,item_0241,5,"Sản phẩm tốt, rất hài lòng",2023-12-05
user_0007,item_0079,5,Chất lượng vượt mong đợi,2023-01-12
user_0007,item_0255,5,"Đáng tiền, mua lại",2025-09-27
user_0007,item_0169,5,Chất lượng vượt mong đợi,2025-09-11
user_0007,item_0172,4,Chất lượng vượt mong đợi,2024-01-05
user_0007,item_0156,1,Chất lượng kém,2025-03-03
user_0007,item_0050,4,"Sản phẩm tốt, rất hài lòng",2023-12-29
user_0007,item_0030,5,"Đáng tiền, mua lại",2025-05-04
user_0007,item_0192,4,"Đáng tiền, mua lại",2025-07-01
user_0007,item_0216,1,Giao hàng hỏng,2023-11-09
user_0007,item_0292,4,Chất lượng vượt mong đợi,2024-07-27
user_0007,item_0384,5,"Sản phẩm tốt, rất hài lòng",2024-11-30
user_0007,item_0137,4,Chất lượng vượt mong đợi,2023-03-30
user_0007,item_0408,5,Chất lượng vượt mong đợi,2025-08-27
user_0007,item_0081,5,"Sản phẩm tốt, rất hài lòng",2023-04-05
user_0007,item_0404,1,"Không như mô tả, thất vọng",2025-07-10
user_0007,item_0129,5,Chất lượng vượt mong đợi,2024-08-11
user_0007,item_0188,3,"Bình thường, ổn",2024-08-14
user_0007,item_0291,3,"Bình thường, ổn",2024-04-22
user_0007,item_0003,5,"Đáng tiền, mua lại",2024-07-19
user_0007,item_0487,3,"Bình thường, ổn",2024-10-26
user_0007,item_0439,5,"Đáng tiền, mua lại",2023-10-11
user_0007,item_0471,4,"Sản phẩm tốt, rất hài lòng",2025-02-06
user_0007,item_0179,3,"Bình thường, ổn",2023-05-19
user_0007,item_0460,5,Chất lượng vượt mong đợi,2024-01-26
user_0007,item_0499,4,Chất lượng vượt mong đợi,2023-02-16
user_0007,item_0138,4,Chất lượng vượt mong đợi,2023-10-06
user_0007,item_0468,4,"Sản phẩm tốt, rất hài lòng",2023-04-29
user_0007,item_0110,3,"Bình thường, ổn",2024-05-20
user_0007,item_0348,1,Chất lượng kém,2024-04-07
user_0008,item_0406,3,"Bình thường, ổn",2025-04-25
user_0008,item_0422,5,"Đáng tiền, mua lại",2024-03-02
user_0008,item_0307,3,"Bình thường, ổn",2024-02-05
user_0008,item_0362,5,"Đáng tiền, mua lại",2024-05-01
user_0008,item_0367,5,"Đáng tiền, mua lại",2024-05-02
user_0008,item_0215,5,"Đáng tiền, mua lại",2023-11-23
user_0008,item_0433,2,Chất lượng kém,2025-05-27
user_0008,item_0085,4,"Đáng tiền, mua lại",2023-07-21
user_0008,item_0240,3,"Bình thường, ổn",2023-01-29
user_0008,item_0162,3,"Bình thường, ổn",2023-07-27
user_0008,item_0457,3,"Bình thường, ổn",2025-05-23
user_0008,item_0345,2,"Không như mô tả, thất vọng",2025-01-08
user_0008,item_0176,3,"Bình thường, ổn",2024-11-11
user_0008,item_0232,4,"Sản phẩm tốt, rất hài lòng",2023-06-11
user_0008,item_0118,5,"Đáng tiền, mua lại",2023-04-13
user_0008,item_0209,5,"Sản phẩm tốt, rất hài lòng",2025-07-20
user_0008,item_0176,4,"Đáng tiền, mua lại",2024-11-14
user_0008,item_0038,5,"Đáng tiền, mua lại",2023-07-07
user_0008,item_0203,4,Chất lượng vượt mong đợi,2025-04-06
user_0008,item_0081,4,Chất lượng vượt mong đợi,2024-07-20
user_0008,item_0409,4,Chất lượng vượt mong đợi,2025-04-03
user_0008,item_0310,4,"Đáng tiền, mua lại",2024-11-20
user_0008,item_0142,4,Chất lượng vượt mong đợi,2023-02-28
user_0008,item_0136,4,"Sản phẩm tốt, rất hài lòng",2024-07-16
user_0008,item_0370,5,"Sản phẩm tốt, rất hài lòng",2023-10-26
user_0008,item_0302,5,"Đáng tiền, mua lại",2025-02-21
user_0008,item_0406,5,Chất lượng vượt mong đợi,2024-12-11
user_0008,item_0095,4,Chất lượng vượt mong đợi,2024-10-18
user_0008,item_0269,4,Chất lượng vượt mong đợi,2024-10-24
user_0008,item_0081,3,"Bình thường, ổn",2024-08-08
user_0008,item_0352,4,"Đáng tiền, mua lại",2023-01-21
user_0008,item_0494,5,Chất lượng vượt mong đợi,2025-08-23
user_0008,item_0403,4,"Sản phẩm tốt, rất hài lòng",2024-11-05
user_0008,item_0441,4,"Sản phẩm tốt, rất hài lòng",2024-09-26
user_0008,item_0194,3,"Bình thường, ổn",2024-04-26
user_0008,item_0018,5,"Đáng tiền, mua lại",2025-09-27
user_0008,item_0092,3,"Bình thường, ổn",2025-06-10
user_0008,item_0367,3,"Bình thường, ổn",2025-05-03
user_0008,item_0311,3,"Bình thường, ổn",2024-06-17
user_0008,item_0456,3,"Bình thường, ổn",2024-09-20
user_0008,item_0007,4,"Sản phẩm tốt, rất hài lòng",2024-06-28
user_0008,item_0431,3,"Bình thường, ổn",2023-03-02
user_0008,item_0403,4,Chất lượng vượt mong đợi,2023-05-29
user_0008,item_0162,3,"Bình thường, ổn",2025-02-06
user_0008,item_0171,3,"Bình thường, ổn",2024-01-29
user_0008,item_0015,5,Chất lượng vượt mong đợi,2023-01-03
user_0008,item_0196,5,"Sản phẩm tốt, rất hài lòng",2024-12-28
user_0008,item_0475,2,Giao hàng hỏng,2025-03-24
user_0008,item_0073,5,Chất lượng vượt mong đợi,2025-06-14
user_0008,item_0191,3,"Bình thường, ổn",2024-12-31
user_0009,item_0027,5,"Đáng tiền, mua lại",2025-01-05
user_0009,item_0453,4,Chất lượng vượt mong đợi,2024-10-16
user_0009,item_0060,4,"Đáng tiền, mua lại",2025-07-03
user_0009,item_0278,3,"Bình thường, ổn",2023-04-22
user_0009,item_0424,4,"Đáng tiền, mua lại",2024-02-18
user_0009,item_0438,4,Chất lượng vượt mong đợi,2025-07-06
user_0009,item_0165,5,Chất lượng vượt mong đợi,2024-06-21
user_0009,item_0287,4,"Đáng tiền, mua lại",2023-11-01
user_0009,item_0015,3,"Bình thường, ổn",2023-06-14
user_0009,item_0313,3,"Bình thường, ổn",2024-02-01
user_0009,item_0339,4,"Sản phẩm tốt, rất hài lòng",2024-06-14
user_0009,item_0261,4,Chất lượng vượt mong đợi,2023-08-06
user_0009,item_0371,3,"Bình thường, ổn",2024-12-01
user_0009,item_0416,4,Chất lượng vượt mong đợi,2024-01-13
